date,state,cases_new,cases_import,cases_recovered,cases_active,cases_cluster
2023-09-14,Perak,3,0,7,500,0
2023-09-15,Perak,3,0,8,495,0
2023-09-16,Perak,6,0,4,497,0
2023-09-17,Perak,1,0,0,498,0
2023-09-18,Perak,0,0,0,498,0
2023-09-19,Perak,10,0,7,501,0
2023-09-20,Perak,2,0,2,501,0
2023-09-21,Perak,6,0,3,504,0
2023-09-22,Perak,4,0,3,505,0
2023-09-23,Perak,10,0,6,509,0
2023-09-24,Perak,2,0,1,510,0
2023-09-25,Perak,0,0,0,510,0
2023-09-26,Perak,3,0,10,503,0
2023-09-27,Perak,1,0,2,502,0
2023-09-28,Perak,3,0,6,499,0
2023-09-29,Perak,7,0,4,501,0
2023-09-30,Perak,9,0,10,500,0
2023-10-01,Perak,2,1,2,500,0
2023-10-02,Perak,1,0,0,501,0
2023-10-03,Perak,9,0,3,507,0
2023-10-04,Perak,9,0,1,515,0
2023-10-05,Perak,1,0,3,513,0
2023-10-06,Perak,5,0,6,512,0
2023-10-07,Perak,5,0,9,508,0
2023-10-08,Perak,1,0,2,507,0
2023-10-09,Perak,1,0,1,507,0
2023-10-10,Perak,11,0,9,509,0
2023-10-11,Perak,3,0,9,503,0
2023-10-12,Perak,16,1,1,517,0
2023-10-13,Perak,8,0,5,520,0
2023-10-14,Perak,0,0,5,515,0
2023-10-15,Perak,1,0,1,515,0
2023-10-16,Perak,2,0,1,516,0
2023-10-17,Perak,16,0,11,521,3
2023-10-18,Perak,11,0,3,529,0
2023-10-19,Perak,11,0,16,524,0
2023-10-20,Perak,8,0,9,523,0
2023-10-21,Perak,14,0,0,537,0
2023-10-22,Perak,0,0,1,536,0
2023-10-23,Perak,2,0,2,536,0
2023-10-24,Perak,31,0,16,551,12
2023-10-25,Perak,13,0,11,553,4
2023-10-26,Perak,17,1,11,559,1
2023-10-27,Perak,18,0,7,570,0
2023-10-28,Perak,7,0,14,563,0
2023-10-29,Perak,1,0,0,564,0
2023-10-30,Perak,4,0,2,566,0
2023-10-31,Perak,13,0,31,547,0
2023-11-01,Perak,14,0,13,548,0
2023-11-02,Perak,16,0,16,548,0
2023-11-03,Perak,17,0,18,547,0
2023-11-04,Perak,8,0,36,519,0
2023-11-05,Perak,7,0,69,457,0
2023-11-06,Perak,2,0,5,454,0
2023-11-07,Perak,19,0,13,460,0
2023-11-08,Perak,23,0,14,469,0
2023-11-09,Perak,21,0,15,475,0
2023-11-10,Perak,12,0,17,470,0
2023-11-11,Perak,16,0,8,478,0
2023-11-12,Perak,13,0,7,484,0
2023-11-13,Perak,7,0,2,489,0
2023-11-14,Perak,18,0,19,488,0
2023-11-15,Perak,18,1,23,482,0
2023-11-16,Perak,26,0,20,488,0
2023-11-17,Perak,23,0,12,499,0
2023-11-18,Perak,7,0,17,489,0
2023-11-19,Perak,18,0,14,493,0
2023-11-20,Perak,21,0,7,507,0
2023-11-21,Perak,37,0,17,527,6
2023-11-22,Perak,41,0,18,550,0
2023-11-23,Perak,27,0,25,552,3
2023-11-24,Perak,45,0,25,572,5
2023-11-25,Perak,41,0,7,606,0
2023-11-26,Perak,43,0,18,631,19
2023-11-27,Perak,33,0,21,643,14
2023-11-28,Perak,49,0,36,656,19
2023-11-29,Perak,67,0,41,681,16
2023-11-30,Perak,51,1,27,705,4
2023-12-01,Perak,51,0,45,711,0
2023-12-02,Perak,38,0,41,708,0
2023-12-03,Perak,43,0,43,708,0
2023-12-04,Perak,16,0,34,690,0
2023-12-05,Perak,53,0,103,638,0
2023-12-06,Perak,87,1,68,657,0
2023-12-07,Perak,84,0,51,690,0
2023-12-08,Perak,103,1,50,743,0
2023-12-09,Perak,132,0,39,836,19
2023-12-10,Perak,49,0,43,842,10
2023-12-11,Perak,155,0,16,980,1
2023-12-12,Perak,117,0,56,1041,5
2023-12-13,Perak,171,2,87,1125,2
2023-12-14,Perak,165,0,84,1206,12
2023-12-15,Perak,151,0,103,1252,1
2023-12-16,Perak,128,0,132,1247,1
2023-12-17,Perak,123,0,48,1322,0
2023-12-18,Perak,87,0,155,1253,0
2023-12-19,Perak,86,0,117,1222,0
2023-12-20,Perak,182,0,171,1233,14
2023-12-21,Perak,167,0,164,1235,1
2023-12-22,Perak,170,0,153,1252,20
2023-12-23,Perak,104,0,126,1230,5
2023-12-24,Perak,138,0,121,1247,24
2023-12-25,Perak,110,0,86,1271,8
2023-12-26,Perak,56,0,86,1241,9
2023-12-27,Perak,78,0,182,1137,1
2023-12-28,Perak,160,0,167,1130,5
2023-12-29,Perak,133,1,171,1092,1
2023-12-30,Perak,123,0,103,1109,11
2023-12-31,Perak,92,0,139,1062,7
2024-01-01,Perak,78,0,113,1027,2
2024-01-02,Perak,55,0,55,1026,0
2024-01-03,Perak,78,0,79,1025,10
2024-01-04,Perak,136,0,160,1001,8
2024-01-05,Perak,89,0,134,956,4
2024-01-06,Perak,91,0,120,927,13
2024-01-07,Perak,74,0,94,906,0
2024-01-08,Perak,55,0,77,882,9
2024-01-09,Perak,61,0,53,890,10
2024-01-10,Perak,72,1,83,879,3
2024-01-11,Perak,76,0,136,818,9
2024-01-12,Perak,75,0,90,803,13
2024-01-13,Perak,57,0,89,771,10
2024-01-14,Perak,40,1,73,738,2
2024-01-15,Perak,56,0,52,742,14
2024-01-16,Perak,39,0,58,723,7
2024-01-17,Perak,65,0,73,715,19
2024-01-18,Perak,36,0,73,678,5
2024-01-19,Perak,36,0,74,640,2
2024-01-20,Perak,37,0,56,621,2
2024-01-21,Perak,22,0,40,603,0
2024-01-22,Perak,20,0,55,568,0
2024-01-23,Perak,14,0,39,543,0
2024-01-24,Perak,22,0,65,500,0
2024-01-25,Perak,25,0,36,489,7
2024-01-26,Perak,18,0,36,471,0
2024-01-27,Perak,10,0,39,442,0
2024-01-28,Perak,6,0,21,427,0
2024-01-29,Perak,7,0,20,414,0
2024-01-30,Perak,12,0,15,410,0
2024-01-31,Perak,10,1,22,398,0
2024-02-01,Perak,8,0,24,382,0
2024-02-02,Perak,6,0,17,371,0
2024-02-03,Perak,8,0,10,369,0
2024-02-04,Perak,2,0,5,366,0
2024-02-05,Perak,7,0,7,366,0
2024-02-06,Perak,8,0,12,362,0
2024-02-07,Perak,6,0,10,358,0
2024-02-08,Perak,3,0,8,353,0
2024-02-09,Perak,6,0,6,353,0
2024-02-10,Perak,4,0,8,349,0
2024-02-11,Perak,6,0,2,353,0
2024-02-12,Perak,0,0,7,346,0
2024-02-13,Perak,0,0,8,338,0
2024-02-14,Perak,3,0,6,335,0
2024-02-15,Perak,3,0,3,335,0
2024-02-16,Perak,0,0,6,329,0
2024-02-17,Perak,6,0,4,331,0
2024-02-18,Perak,4,0,6,329,0
2024-02-19,Perak,6,0,2,333,0
2024-02-20,Perak,3,0,1,335,0
2024-02-21,Perak,3,0,3,335,0
2024-02-22,Perak,1,0,2,334,0
2024-02-23,Perak,0,0,0,334,0
2024-02-24,Perak,0,0,5,329,0
2024-02-25,Perak,1,0,3,327,0
2024-02-26,Perak,4,0,6,325,0
2024-02-27,Perak,3,0,3,325,0
2024-02-28,Perak,3,0,3,325,0
2024-02-29,Perak,0,0,1,324,0
2024-03-01,Perak,2,0,0,326,0
2024-03-02,Perak,0,0,0,326,0
2024-03-03,Perak,0,0,1,325,0
2024-03-04,Perak,1,0,4,322,0
2024-03-05,Perak,4,0,3,323,0
2024-03-06,Perak,1,0,3,321,0
2024-03-07,Perak,1,0,0,322,0
2024-03-08,Perak,2,0,2,322,0
2024-03-09,Perak,2,0,0,324,0
2024-03-10,Perak,0,0,0,324,0
2024-03-11,Perak,1,0,1,324,0
2024-03-12,Perak,8,2,4,328,0
2024-03-13,Perak,4,0,1,331,0
2024-03-14,Perak,1,0,1,331,0
2024-03-15,Perak,4,0,2,333,0
2024-03-16,Perak,3,0,2,334,0
2024-03-17,Perak,1,0,0,335,0
2024-03-18,Perak,0,0,1,334,0
2024-03-19,Perak,6,0,8,332,0
2024-03-20,Perak,1,0,4,329,0
2024-03-21,Perak,0,0,1,328,0
2024-03-22,Perak,0,0,4,324,0
2024-03-23,Perak,5,0,3,326,0
2024-03-24,Perak,1,0,1,326,0
2024-03-25,Perak,0,0,0,326,0
2024-03-26,Perak,3,0,6,323,0
2024-03-27,Perak,4,0,1,326,0
2024-03-28,Perak,0,0,0,326,0
2024-03-29,Perak,1,0,0,327,0
2024-03-30,Perak,1,1,5,323,0
2024-03-31,Perak,4,0,1,326,0
2024-04-01,Perak,1,0,0,327,0
2024-04-02,Perak,2,0,0,329,0
2024-04-03,Perak,3,0,0,332,0
2024-04-04,Perak,10,0,0,342,9
2024-04-05,Perak,3,0,1,344,3
2024-04-06,Perak,4,0,1,347,0
2024-04-07,Perak,0,0,4,343,0
2024-04-08,Perak,1,0,1,343,0
2024-04-09,Perak,0,0,2,341,0
2024-04-10,Perak,0,0,3,338,0
2024-04-11,Perak,0,0,10,328,0
2024-04-12,Perak,0,0,3,325,0
2024-04-13,Perak,2,0,4,323,0
2024-04-14,Perak,1,0,0,324,0
2024-04-15,Perak,2,0,1,325,0
2024-04-16,Perak,0,0,0,325,0
2024-04-17,Perak,9,0,0,334,0
2024-04-18,Perak,6,0,0,340,0
2024-04-19,Perak,0,0,0,340,0
2024-04-20,Perak,10,5,2,348,0
2024-04-21,Perak,1,0,1,348,0
2024-04-22,Perak,2,0,2,348,0
2024-04-23,Perak,9,0,0,357,0
2024-04-24,Perak,1,0,9,349,0
2024-04-25,Perak,1,0,6,344,0
2024-04-26,Perak,5,0,0,349,0
2024-04-27,Perak,1,0,10,340,0
2024-04-28,Perak,0,0,1,339,0
2024-04-29,Perak,0,0,2,337,0
2024-04-30,Perak,2,0,9,330,0
2024-05-01,Perak,2,0,1,331,0
2024-05-02,Perak,1,0,1,331,0
2024-05-03,Perak,1,0,5,327,0
2024-05-04,Perak,0,0,1,326,0
2024-05-05,Perak,0,0,0,326,0
2024-05-06,Perak,3,0,0,329,0
2024-05-07,Perak,7,0,2,334,0
2024-05-08,Perak,3,0,2,335,0
2024-05-09,Perak,4,0,1,338,0
2024-05-10,Perak,8,0,1,345,0
2024-05-11,Perak,6,0,1,350,0
2024-05-12,Perak,1,0,0,351,0
2024-05-13,Perak,0,0,3,348,0
2024-05-14,Perak,6,0,7,347,0
2024-05-15,Perak,10,0,3,354,0
2024-05-16,Perak,2,0,4,352,0
2024-05-17,Perak,2,0,7,347,0
2024-05-18,Perak,7,0,6,348,0
2024-05-19,Perak,3,0,1,350,0
2024-05-20,Perak,4,0,0,354,0
2024-05-21,Perak,0,0,6,348,0
2024-05-22,Perak,0,0,10,338,0
2024-05-23,Perak,11,0,2,347,0
2024-05-24,Perak,7,0,2,352,0
2024-05-25,Perak,8,0,7,353,0
2024-05-26,Perak,3,1,3,353,0
2024-05-27,Perak,0,0,4,349,0
2024-05-28,Perak,9,0,0,358,0
2024-05-29,Perak,6,0,0,364,0
2024-05-30,Perak,2,0,11,355,0
2024-05-31,Perak,21,0,7,369,0
2024-06-01,Perak,5,0,8,366,0
2024-06-02,Perak,0,0,3,363,0
2024-06-03,Perak,0,0,0,363,0
2024-06-04,Perak,0,0,9,354,0
2024-06-05,Perak,17,0,6,365,0
2024-06-06,Perak,7,0,2,370,0
2024-06-07,Perak,10,0,0,380,0
2024-06-08,Perak,12,0,5,387,0
2024-06-09,Perak,1,0,0,388,0
2024-06-10,Perak,1,0,0,389,0
2024-06-11,Perak,21,0,0,410,0
2024-06-12,Perak,8,0,17,401,0
2024-06-13,Perak,15,0,7,409,0
2024-06-14,Perak,19,0,10,418,0
2024-06-15,Perak,14,0,12,420,0
2024-06-16,Perak,2,0,1,421,0
2024-06-17,Perak,9,0,1,429,0
2024-06-18,Perak,0,0,21,408,0
2024-06-19,Perak,3,0,8,403,0
2024-06-20,Perak,18,0,15,406,0
2024-06-21,Perak,11,0,19,398,0
2024-06-22,Perak,14,0,14,398,0
2024-06-23,Perak,6,0,2,402,0
2024-06-24,Perak,17,0,9,410,0
2024-06-25,Perak,25,0,0,435,7
2024-06-26,Perak,35,0,3,467,5
2024-06-27,Perak,33,0,18,482,3
2024-06-28,Perak,22,0,11,493,1
2024-06-29,Perak,20,0,14,499,2
2024-06-30,Perak,14,0,6,507,2
2024-07-01,Perak,1,0,17,491,0
2024-07-02,Perak,17,0,25,483,0
2024-07-03,Perak,30,0,35,478,0
2024-07-04,Perak,15,0,33,460,0
2024-07-05,Perak,10,0,22,448,0
2024-07-06,Perak,21,0,20,449,0
2024-07-07,Perak,4,0,14,439,0
2024-07-08,Perak,19,0,1,457,0
2024-07-09,Perak,5,0,17,445,0
2024-07-10,Perak,7,0,30,422,0
2024-07-11,Perak,8,0,15,415,0
2024-07-12,Perak,26,0,10,431,17
2024-07-13,Perak,2,0,21,412,0
2024-07-14,Perak,12,0,4,420,0
2024-07-15,Perak,6,0,19,407,0
2024-07-16,Perak,3,0,5,405,0
2024-07-17,Perak,15,0,7,413,0
2024-07-18,Perak,17,0,8,422,0
2024-07-19,Perak,12,0,26,408,0
2024-07-20,Perak,20,0,2,426,0
2024-07-21,Perak,19,0,12,433,0
2024-07-22,Perak,6,0,6,433,0
2024-07-23,Perak,16,1,4,445,0
2024-07-24,Perak,13,0,15,443,0
2024-07-25,Perak,22,0,17,448,0
2024-07-26,Perak,19,0,12,455,0
2024-07-27,Perak,12,0,19,448,0
2024-07-28,Perak,3,0,19,432,0
2024-07-29,Perak,3,0,6,429,0
2024-07-30,Perak,10,0,16,423,0
2024-07-31,Perak,14,0,13,424,0
2024-08-01,Perak,14,0,22,416,0
2024-08-02,Perak,5,0,19,402,0
2024-08-03,Perak,15,0,12,405,0
2024-08-04,Perak,4,0,3,406,0
2024-08-05,Perak,7,0,3,410,0
2024-08-06,Perak,7,0,10,407,0
2024-08-07,Perak,17,0,14,410,0
2024-08-08,Perak,4,0,14,400,0
2024-08-09,Perak,9,0,5,404,0
2024-08-10,Perak,5,0,15,394,0
2024-08-11,Perak,3,0,4,393,0
2024-08-12,Perak,4,0,7,390,0
2024-08-13,Perak,10,0,7,393,0
2024-08-14,Perak,8,0,17,384,0
2024-08-15,Perak,5,0,4,385,0
2024-08-16,Perak,1,0,9,377,0
2024-08-17,Perak,6,0,5,378,0
2024-08-18,Perak,1,0,3,376,0
2024-08-19,Perak,3,0,4,375,0
2024-08-20,Perak,4,0,10,369,0
2024-08-21,Perak,6,0,8,367,0
2024-08-22,Perak,4,0,5,366,0
2024-08-23,Perak,3,0,1,368,0
2024-08-24,Perak,1,0,6,363,0
2024-08-25,Perak,2,0,1,364,0
2024-08-26,Perak,2,0,3,363,0
2024-08-27,Perak,6,0,4,365,0
2024-08-28,Perak,6,0,6,365,0
2024-08-29,Perak,3,0,4,364,0
2024-08-30,Perak,5,0,3,366,0
2024-08-31,Perak,11,0,1,376,0
2024-09-01,Perak,3,0,2,377,0
2024-09-02,Perak,1,0,2,376,0
2024-09-03,Perak,1,0,6,371,0
2024-09-04,Perak,6,0,6,371,0
2024-09-05,Perak,9,0,3,377,0
2024-09-06,Perak,7,0,5,379,0
2024-09-07,Perak,2,0,11,370,0
2024-09-08,Perak,1,0,3,368,0
2024-09-09,Perak,1,0,1,368,0
2024-09-10,Perak,8,0,1,375,0
2024-09-11,Perak,8,0,6,377,0
2024-09-12,Perak,4,0,9,372,0
2024-09-13,Perak,4,0,7,369,0
2024-09-14,Perak,4,0,2,371,0
2024-09-15,Perak,1,0,1,371,0
2024-09-16,Perak,1,0,1,371,0
2024-09-17,Perak,0,0,8,363,0
2024-09-18,Perak,5,0,8,360,0
2024-09-19,Perak,5,0,4,361,0
2024-09-20,Perak,2,0,4,359,0
2024-09-21,Perak,5,0,4,360,0
2024-09-22,Perak,2,0,1,361,0
2024-09-23,Perak,0,0,1,360,0
2024-09-24,Perak,10,0,0,370,0
2024-09-25,Perak,10,0,5,375,0
2024-09-26,Perak,2,0,5,372,0
2024-09-27,Perak,3,0,2,373,0
2024-09-28,Perak,9,1,5,377,0
2024-09-29,Perak,2,0,2,377,0
2024-09-30,Perak,4,0,0,381,0
2024-10-01,Perak,4,0,10,375,0
2024-10-02,Perak,10,0,10,375,0
2024-10-03,Perak,6,1,2,379,0
2024-10-04,Perak,4,0,3,380,0
2024-10-05,Perak,2,0,9,373,0
2024-10-06,Perak,3,0,2,374,0
2024-10-07,Perak,1,0,4,371,0
2024-10-08,Perak,5,0,4,372,0
2024-10-09,Perak,7,0,10,369,0
2024-10-10,Perak,10,0,6,373,0
2024-10-11,Perak,10,0,4,379,0
2024-10-12,Perak,7,0,2,384,0
2024-10-13,Perak,2,0,3,383,0
2024-10-14,Perak,5,0,1,387,0
2024-10-15,Perak,5,0,5,387,0
2024-10-16,Perak,4,0,7,384,0
2024-10-17,Perak,5,0,10,379,0
2024-10-18,Perak,7,0,10,376,0
2024-10-19,Perak,7,0,7,376,0
2024-10-20,Perak,3,0,2,377,0
2024-10-21,Perak,2,0,5,374,0
2024-10-22,Perak,8,0,5,377,0
2024-10-23,Perak,3,0,4,376,0
2024-10-24,Perak,6,0,5,377,0
2024-10-25,Perak,5,0,7,375,0
2024-10-26,Perak,5,0,7,373,0
2024-10-27,Perak,2,0,3,372,0
2024-10-28,Perak,7,0,2,377,0
2024-10-29,Perak,5,0,8,374,0
2024-10-30,Perak,9,0,3,380,0
2024-10-31,Perak,6,0,6,380,0
2024-11-01,Perak,1,0,5,376,0
2024-11-02,Perak,4,0,5,375,0
2024-11-03,Perak,3,0,2,376,0
2024-11-04,Perak,8,0,7,377,0
2024-11-05,Perak,7,0,5,379,0
2024-11-06,Perak,9,0,9,379,0
2024-11-07,Perak,4,0,6,377,0
2024-11-08,Perak,3,0,1,379,0
2024-11-09,Perak,11,0,4,386,0
2024-11-10,Perak,4,0,3,387,0
2024-11-11,Perak,2,0,8,381,0
2024-11-12,Perak,7,0,7,381,0
2024-11-13,Perak,7,0,9,379,0
2024-11-14,Perak,15,0,4,390,0
2024-11-15,Perak,20,0,3,407,0
2024-11-16,Perak,17,0,11,413,5
2024-11-17,Perak,6,0,4,415,0
2024-11-18,Perak,12,0,2,425,2
2024-11-19,Perak,11,0,7,429,0
2024-11-20,Perak,12,0,7,434,0
2024-11-21,Perak,8,0,15,427,0
2024-11-22,Perak,11,0,20,418,0
2024-11-23,Perak,10,0,17,411,0
2024-11-24,Perak,6,0,6,411,0
2024-11-25,Perak,7,0,12,406,0
2024-11-26,Perak,6,0,11,401,0
2024-11-27,Perak,8,0,12,397,0
2024-11-28,Perak,11,0,8,400,0
2024-11-29,Perak,8,0,11,397,0
2024-11-30,Perak,10,0,10,397,0
2024-12-01,Perak,3,0,6,394,0
2024-12-02,Perak,5,0,7,392,0
2024-12-03,Perak,11,0,6,397,0
2024-12-04,Perak,12,1,8,401,0
2024-12-05,Perak,10,0,11,400,0
2024-12-06,Perak,6,0,8,398,0
2024-12-07,Perak,18,0,10,406,0
2024-12-08,Perak,10,0,3,413,0
2024-12-09,Perak,10,0,5,418,0
2024-12-10,Perak,13,0,11,420,0
2024-12-11,Perak,14,0,12,422,0
2024-12-12,Perak,10,0,10,422,0
2024-12-13,Perak,6,0,6,422,0
2024-12-14,Perak,9,0,18,413,0
2024-12-15,Perak,10,0,10,413,0
2024-12-16,Perak,6,0,10,409,0
2024-12-17,Perak,4,0,13,400,0
2024-12-18,Perak,5,0,14,391,0
2024-12-19,Perak,7,0,10,388,0
2024-12-20,Perak,11,0,6,393,0
2024-12-21,Perak,16,0,9,400,0
2024-12-22,Perak,2,0,10,392,0
2024-12-23,Perak,2,0,6,388,0
2024-12-24,Perak,8,0,4,392,0
2024-12-25,Perak,12,0,5,399,0
2024-12-26,Perak,13,1,7,405,0
2024-12-27,Perak,6,0,11,400,0
2024-12-28,Perak,11,0,16,395,0
2024-12-29,Perak,6,0,2,399,0
2024-12-30,Perak,8,0,2,405,0
2024-12-31,Perak,7,0,8,404,0
2025-01-01,Perak,5,0,12,397,0
2025-01-02,Perak,4,0,13,388,0
2025-01-03,Perak,5,1,6,387,0
2025-01-04,Perak,6,0,11,382,0
2025-01-05,Perak,11,0,6,387,0
2025-01-06,Perak,5,0,8,384,0
2025-01-07,Perak,8,0,7,385,0
2025-01-08,Perak,11,0,5,391,0
2025-01-09,Perak,6,0,4,393,0
2025-01-10,Perak,6,0,5,394,0
2025-01-11,Perak,5,0,6,393,0
2025-01-12,Perak,6,0,11,388,0
2025-01-13,Perak,2,0,5,385,0
2025-01-14,Perak,5,0,8,382,0
2025-01-15,Perak,11,0,11,382,0
2025-01-16,Perak,4,0,6,380,0
2025-01-17,Perak,7,0,6,381,0
2025-01-18,Perak,1,0,5,377,0
2025-01-19,Perak,5,0,6,376,0
2025-01-20,Perak,6,0,2,380,0
2025-01-21,Perak,5,0,5,380,0
2025-01-22,Perak,8,0,11,377,0
2025-01-23,Perak,6,0,4,379,0
2025-01-24,Perak,3,0,0,382,0
2025-01-25,Perak,6,0,1,387,0
2025-01-26,Perak,3,0,5,385,0
2025-01-27,Perak,5,0,6,384,0
2025-01-28,Perak,4,0,5,383,0
2025-01-29,Perak,6,0,8,381,0
2025-01-30,Perak,2,0,6,377,0
2025-01-31,Perak,1,0,3,375,0
2025-02-01,Perak,4,0,6,373,0
2025-02-02,Perak,2,0,3,372,0
2025-02-03,Perak,7,0,5,374,0
2025-02-04,Perak,4,0,4,374,0
2025-02-05,Perak,9,0,6,377,0
2025-02-06,Perak,7,0,2,382,0
2025-02-07,Perak,4,0,1,385,0
2025-02-08,Perak,9,0,11,383,0
2025-02-09,Perak,7,0,2,388,0
2025-02-10,Perak,2,0,7,383,0
2025-02-11,Perak,3,0,4,382,0
2025-02-12,Perak,8,1,9,381,0
2025-02-13,Perak,4,0,7,378,0
2025-02-14,Perak,4,0,4,378,0
2025-02-15,Perak,0,0,9,369,0
2025-02-16,Perak,3,0,7,365,0
2025-02-17,Perak,7,0,2,370,0
2025-02-18,Perak,4,0,3,371,0
2025-02-19,Perak,3,0,8,366,0
2025-02-20,Perak,5,0,4,367,0
2025-02-21,Perak,2,0,4,365,0
2025-02-22,Perak,1,0,0,366,0
2025-02-23,Perak,3,1,3,366,0
2025-02-24,Perak,3,0,7,362,0
2025-02-25,Perak,2,0,4,360,0
2025-02-26,Perak,2,0,3,359,0
2025-02-27,Perak,4,0,5,358,0
2025-02-28,Perak,3,0,2,359,0
2025-03-01,Perak,2,0,1,360,0
2025-03-02,Perak,5,0,3,362,0
2025-03-03,Perak,1,0,3,360,0
2025-03-04,Perak,3,0,2,361,0
2025-03-05,Perak,2,0,2,361,0
2025-03-06,Perak,4,0,4,361,0
2025-03-07,Perak,2,0,3,360,0
2025-03-08,Perak,2,0,2,360,0
2025-03-09,Perak,5,0,5,360,0
2025-03-10,Perak,3,0,1,362,0
2025-03-11,Perak,1,0,3,360,0
2025-03-12,Perak,2,0,2,360,0
2025-03-13,Perak,1,0,4,357,0
2025-03-14,Perak,2,0,2,357,0
2025-03-15,Perak,2,0,2,357,0
2025-03-16,Perak,2,0,5,354,0
2025-03-17,Perak,3,0,3,354,0
2025-03-18,Perak,1,0,1,354,0
2025-03-19,Perak,2,0,2,354,0
2025-03-20,Perak,4,0,1,357,0
2025-03-21,Perak,3,0,2,358,0
2025-03-22,Perak,2,0,2,358,0
2025-03-23,Perak,1,0,2,357,0
2025-03-24,Perak,1,0,3,355,0
2025-03-25,Perak,0,0,1,354,0
2025-03-26,Perak,4,0,2,356,0
2025-03-27,Perak,3,0,4,355,0
2025-03-28,Perak,0,0,3,352,0
2025-03-29,Perak,0,0,2,350,0
2025-03-30,Perak,0,0,1,349,0
2025-03-31,Perak,0,0,1,348,0
2025-04-01,Perak,1,0,0,349,0
2025-04-02,Perak,2,0,4,347,0
2025-04-03,Perak,0,0,3,344,0
2025-04-04,Perak,1,0,0,345,0
2025-04-05,Perak,5,0,0,350,0
2025-04-06,Perak,0,0,0,350,0
2025-04-07,Perak,0,0,0,350,0
2025-04-08,Perak,2,0,1,351,0
2025-04-09,Perak,2,0,2,351,0
2025-04-10,Perak,5,0,0,356,0
2025-04-11,Perak,5,0,1,360,0
2025-04-12,Perak,1,0,5,356,0
2025-04-13,Perak,4,0,0,360,0
2025-04-14,Perak,6,0,0,366,0
2025-04-15,Perak,3,0,2,367,0
2025-04-16,Perak,5,0,2,370,0
2025-04-17,Perak,1,0,5,366,0
2025-04-18,Perak,4,0,5,365,0
2025-04-19,Perak,2,0,1,366,0
2025-04-20,Perak,3,0,4,365,0
2025-04-21,Perak,0,0,6,359,0
2025-04-22,Perak,2,0,3,358,0
2025-04-23,Perak,2,0,5,355,0
2025-04-24,Perak,8,0,1,362,0
2025-04-25,Perak,2,0,4,360,0
2025-04-26,Perak,9,0,2,367,0
2025-04-27,Perak,1,0,3,365,0
2025-04-28,Perak,4,0,0,369,0
2025-04-29,Perak,2,0,2,369,0
2025-04-30,Perak,5,0,2,372,0
2025-05-01,Perak,3,0,8,367,0
2025-05-02,Perak,3,0,2,368,0
2025-05-03,Perak,2,0,9,361,0
2025-05-04,Perak,4,0,0,0,0
2025-05-05,Perak,0,0,0,0,0
2025-05-06,Perak,1,0,0,0,0
2025-05-07,Perak,4,0,0,0,0
2025-05-08,Perak,0,0,0,0,0
2025-05-09,Perak,6,0,0,0,0
2025-05-10,Perak,2,0,0,0,0
2025-05-11,Perak,3,0,0,0,0
2025-05-12,Perak,6,0,0,0,0
2025-05-13,Perak,15,0,0,0,0
2025-05-14,Perak,21,0,0,0,0
2025-05-15,Perak,24,0,0,0,0
2025-05-16,Perak,11,0,0,0,0
2025-05-17,Perak,2,0,0,0,0
2025-05-18,Perak,1,0,0,0,0
2025-05-19,Perak,1,0,0,0,0
2025-05-20,Perak,3,0,0,0,0
2025-05-21,Perak,40,0,0,0,0
2025-05-22,Perak,18,0,0,0,0
2025-05-23,Perak,2,0,0,0,0
2025-05-24,Perak,14,0,0,0,0
2025-05-25,Perak,6,0,0,0,0
2025-05-26,Perak,20,0,0,0,0
2025-05-27,Perak,11,0,0,0,0
2025-05-28,Perak,11,0,0,0,0
2025-05-29,Perak,41,0,0,0,0
2025-05-30,Perak,4,0,0,0,0
2025-05-31,Perak,0,0,0,0,0
2020-01-25,Perlis,0,0,0,0,0
2020-01-26,Perlis,0,0,0,0,0
2020-01-27,Perlis,0,0,0,0,0
2020-01-28,Perlis,0,0,0,0,0
2020-01-29,Perlis,0,0,0,0,0
2020-01-30,Perlis,0,0,0,0,0
2020-01-31,Perlis,0,0,0,0,0
2020-02-01,Perlis,0,0,0,0,0
2020-02-02,Perlis,0,0,0,0,0
2020-02-03,Perlis,0,0,0,0,0
2020-02-04,Perlis,0,0,0,0,0
2020-02-05,Perlis,0,0,0,0,0
2020-02-06,Perlis,0,0,0,0,0
2020-02-07,Perlis,0,0,0,0,0
2020-02-08,Perlis,0,0,0,0,0
2020-02-09,Perlis,0,0,0,0,0
2020-02-10,Perlis,0,0,0,0,0
2020-02-11,Perlis,0,0,0,0,0
2020-02-12,Perlis,0,0,0,0,0
2020-02-13,Perlis,0,0,0,0,0
2020-02-14,Perlis,0,0,0,0,0
2020-02-15,Perlis,0,0,0,0,0
2020-02-16,Perlis,0,0,0,0,0
2020-02-17,Perlis,0,0,0,0,0
2020-02-18,Perlis,0,0,0,0,0
2020-02-19,Perlis,0,0,0,0,0
2020-02-20,Perlis,0,0,0,0,0
2020-02-21,Perlis,0,0,0,0,0
2020-02-22,Perlis,0,0,0,0,0
2020-02-23,Perlis,0,0,0,0,0
2020-02-24,Perlis,0,0,0,0,0
2020-02-25,Perlis,0,0,0,0,0
2020-02-26,Perlis,0,0,0,0,0
2020-02-27,Perlis,0,0,0,0,0
2020-02-28,Perlis,0,0,0,0,0
2020-02-29,Perlis,0,0,0,0,0
